User Name,Handle,TimeStamp,Text,Like,Retweets
taqdeeeeeeeees,@tqds_01,2021-11-03T20:14:04.000Z,"taqdeeeeeeeees
@tqds_01
·
13m
Replying to 
@ammar_malik93
 and 
@MominaMustehsan
No doubt sir
Nobody is saying that
The main concern is what was Afghan team doing? 
The didnt show any intent to win tbh
They were just losing it from start and the way they chose to bowl first
Not saying they fixed the match or smthng but we expected more from them",,0,
Havaitab Alvi,@Havaitab1,2021-11-03T20:13:57.000Z,"Havaitab Alvi
@Havaitab1
·
13m
#fixed #fixing #Shame #WellPaidIndia #RashidKhan
youtube.com
India vs Afghanistan | India win The Match | Poor Acting Skills of...
This video discusses the match fixing scandal ahead of the Ind-Afg T20. Is match fixing done? Will it continue? Can it be controlled? Should players go to ja...
2",,0,2
Cyrixx,@Cyrixxontwitch,2021-11-03T20:13:57.000Z,"Cyrixx
@Cyrixxontwitch
·
13m
Replying to 
@pulte
Well good sir, I could use some help getting my car fixed. 2003 Honda Element. The check engine came on today and now the car shutters when accelerating passed 40. Took it to a local mechanic and he quoted me $225 saying it just needs a full tune up. Anything would help.
$cyrxxx",,0,
ਚਾਚੀ ਅਤਰੋ آنٹی اترو۔,@ChachiChatro,2021-11-03T20:13:56.000Z,"ਚਾਚੀ ਅਤਰੋ آنٹی اترو۔
@ChachiChatro
·
13m
Kohli telling Nabi to Bowl first. 

Shame on you 
@imVkohli
  Stoop so low that you hve to fix a match to proceed in the tournament ? So people who are saying the match was fixed. is true !!

#AFGvIND #INDvsAFG #ViratKohli
Secretzindagi
@Secretzindagi
 · 1h
Replying to @imVkohli
Match fixing for IPL wow 
Just listen how virat says bowle
1
1
3",1,0,3
Sumera Khan,@0_khan_0,2021-11-03T20:13:56.000Z,"Sumera Khan
@0_khan_0
·
13m
Well paid india.
#well_paid_India. #AFGvIND  #fixed 
#fixedmatch  #fixerkings
The following media includes potentially sensitive content. Change settings
View
1
2
1",1,0,1
ZAHID RASOOL,@zrasool06,2021-11-03T20:13:56.000Z,"ZAHID RASOOL
@zrasool06
·
13m
Replying to 
@ShahidaQureshi5
 and 
@ArifRetd
Match was fixed !!
Afghan team won the toss but choose to bowl ?",,0,
Jawad Anjum,@JawadAn95862171,2021-11-03T20:13:56.000Z,"Jawad Anjum
@JawadAn95862171
·
13m
Paisa phenk tamasha dekh
 indian board ne paise ki mad main Afghanistan ko kharid kar apni pehli victory li ab ye phr se in ko kharid kar New Zealand k khilaf apni main team khilain gay or New Zealand ko bahir karny ki koshish karain gay #fixed",,0,
Mr.BeaN,@MrBeaN35411836,2021-11-03T20:13:54.000Z,"Mr.BeaN
@MrBeaN35411836
·
14m
Replying to 
@imVkohli
Match Was Fixed ",,0,
Syed Mohammad Adi,@s_adiii,2021-11-03T20:13:53.000Z,"Syed Mohammad Adi
@s_adiii
·
14m
Replying to 
@RanjhaHafeez
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi
1",,0,1
M Naqeeb,@MNaqeeb38809353,2021-11-03T20:13:52.000Z,"M Naqeeb
@MNaqeeb38809353
·
14m
Replying to 
@imVkohli
When you can't fix your team. Fix other team
#fixed #shameonyoueteamindia #congratulationteamafganistanforilpselection #Deeppockets
1",,0,1
Hassan A. Naqvi,@hassanity,2021-11-03T20:13:52.000Z,"Hassan A. Naqvi
@hassanity
·
14m
aisi match fixing k maryam jaisi jaalsaaz nay bhi kaan parkar liye

#fixed #fixedmatch #AFGvIND #indiancricket #INDvsAFG #shame #RashidKhan
1
4",1,0,4
OnlyTruthMatters,@SSgtSheepDog,2021-11-03T20:13:51.000Z,"OnlyTruthMatters
@SSgtSheepDog
·
14m
NJ Election Chaos: Early Vote Double-Counted in Hudson County, Was Fixed and Gave GOP Candidate Lead via 
@WestJournalism
westernjournal.com
NJ Election Chaos: Early Vote Double-Counted in Hudson County, Was Fixed and Gave GOP Candidate Lead
One New Jersey county reportedly double-counted votes in the state's gubernatorial election, handing the Democratic candidate the lead.
1",,0,
ijaz ahmed,@IjazAhm37687910,2021-11-03T20:13:43.000Z,"ijaz ahmed
@IjazAhm37687910
·
14m
#fixed #AFGVSIND
Zeeshan shah
@ZeeshanShah6325
 · 3h
Afghanistan won the toss and chose to save IPL contract first..

#INDvsAFG #fixed #fixerkings",,0,
thockeyguy,@thockeyguy69,2021-11-03T20:13:43.000Z,"thockeyguy
@thockeyguy69
·
14m
Replying to 
@LisaMarieLauri1
 and 
@CP24
And my original comment is valid. You have issues with your income source that need to be fixed. Not gas prices. Inflation happens. Gas used to be 0.39 per liter when I made $5 an hour. Now its 1.40 but I make $40+. Earn more. Make more. Demand it from employers. Fix ur income",,0,
Sarim,@Saarriim,2021-11-03T20:13:42.000Z,"Sarim
@Saarriim
·
14m
Congratulations on #fixing the match ICC.Oh I Understand,If India had gone out of the tournament then it would be a great loss for #icc

#icc should investigate the toss and other scenarios in #INDvsAFG
#fixed #fixedmatch #T20WorldCup21",,0,
Awais Bughio,@awais_bughio2,2021-11-03T20:13:39.000Z,"Awais Bughio
@awais_bughio2
·
14m
Yar plz ya bolna band karo k match fixed tha plz ap ko India kee team khuch nhe lag rahe thee khuch to yar soucho miss field to India say bhee hoyee thee Afghanistan ne bhot acha khela",,0,
Mo Rashid,@MoRashi13611732,2021-11-03T20:13:38.000Z,"Mo Rashid
@MoRashi13611732
·
14m
Replying to 
@SohailAnwer
Never mind this there was more than enough proof in the way the match was played and Afghans input and body language was not there the most economical bowlers did not bowl their full quota the most expensive ones did 100% fixed no doubt",,0,
Breanna Dry,@Riot69420,2021-11-03T20:13:37.000Z,"Breanna Dry
@Riot69420
·
14m
#leninism #CallofDutyVanguard #fixed #quoteoftheday #BIGBANG #Shameful #Zuckerberg #Fortnite #JonMoxley
1",,0,1
Syed Mohammad Adi,@s_adiii,2021-11-03T20:13:36.000Z,"Syed Mohammad Adi
@s_adiii
·
14m
Replying to 
@waqasakhter077
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
1:58
410 views
From 
Syed Mohammad Adi
1
1",1,0,1
Riley Raccoon,@RRedmage,2021-11-03T20:13:34.000Z,"Riley Raccoon
@RRedmage
·
14m
I’m so ready to get my nose fixed
2",,0,2
Juntadude,@juntadude,2021-11-03T20:13:33.000Z,"Juntadude
@juntadude
·
14m
Replying to 
@NBA2K
 and 
@2KSupport
I don’t get any badge progression on my build and I sent a report ticket and they still haven’t fixed it even with the update",,0,
Dom Flipp - Premium Domains,@DomFlipp,2021-11-03T20:13:32.000Z,"Dom Flipp - Premium Domains
@DomFlipp
·
14m
#Fixed is trending. 
We're not into fixing matches, but fixing stuff that is broken - that we applaud
And if you're in that game, and looking for a matching domain, click here => https://domflipp.com/search/q/fixed
#Domains #DomainNameForSale #Branding #Startup #Repairs #Repairshop
1",,0,
brey,@aubreyywilsonn,2021-11-03T20:13:32.000Z,"brey
@aubreyywilsonn
·
14m
me and my heart are fixed on you
2",,0,2
Shanna dundas,@Sdhey19,2021-11-03T20:13:31.000Z,"Shanna dundas
@Sdhey19
·
14m
Replying to 
@MoxeeBeMe
Lol! Mine fixed a water heater once…
GIF",,0,
M Saeed Lasniya,@lasniya_m,2021-11-03T20:13:31.000Z,"M Saeed Lasniya
@lasniya_m
·
14m
Replying to 
@AikHaiNigar
@ICC
 @ACBofficials
 @BCCI
 #fixedmatch #RashidKhan #fixed #Shameful #Nabi
1
3",,0,3
